Sucursal,Tienda (nombre oficial),Lat tienda,Lon tienda,Promesa de entrega,Minutos,Banda de tiempo,Destino,Tipo de destino,Departamento,Municipio,Sección/Depto. en lámina,Latitud,Longitud,"Coordenadas (lat, lon)",Confianza coordenada,Verificar en Google Maps,Lámina
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Guatemala,Guatemala,,14.651921,-90.42969,"14.651921, -90.42969",Exacta (tienda),Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Colonia Galilea,Colonia,Guatemala,Guatemala,,14.672,-90.475,"14.672, -90.475",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Kilómetro 6,Punto carretera,Guatemala,Guatemala,,14.656,-90.49,"14.656, -90.49",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Kilómetro 7,Punto carretera,Guatemala,Guatemala,,14.661,-90.483,"14.661, -90.483",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Kilómetro 8,Punto carretera,Guatemala,Guatemala,,14.666,-90.476,"14.666, -90.476",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Llano largo,Colonia,Guatemala,Guatemala,,14.675,-90.47,"14.675, -90.47",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,45 min,45,Hasta 45 min,Lo de Rodriguez,Colonia,Guatemala,Guatemala,,14.67,-90.48,"14.67, -90.48",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,El chato,Aldea,Guatemala,Palencia,,14.68,-90.45,"14.68, -90.45",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,Gran Cañón,Colonia,Guatemala,Guatemala,,14.678,-90.455,"14.678, -90.455",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,La Maya,Aldea,Guatemala,Palencia,,14.687,-90.425,"14.687, -90.425",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,Las Conchas,Aldea,Guatemala,Palencia,,14.682,-90.435,"14.682, -90.435",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,Los Olivos,Colonia,Guatemala,Guatemala,,14.676,-90.46,"14.676, -90.46",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,Pinares,Aldea,Guatemala,Palencia,,14.685,-90.44,"14.685, -90.44",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,1 hr,60,Hasta 1 hr,San Rafael,Aldea,Guatemala,Palencia,,14.69,-90.43,"14.69, -90.43",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Agua Caliente,Aldea,Guatemala,San José del Golfo,,14.7,-90.4,"14.7, -90.4",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Agua linda,Aldea,Guatemala,Palencia,,14.695,-90.42,"14.695, -90.42",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Aldea plan grande,Aldea,Guatemala,Palencia,,14.67,-90.34,"14.67, -90.34",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,El Manzanote,Aldea,Guatemala,Palencia,,14.68,-90.32,"14.68, -90.32",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,El Prado,Colonia,Guatemala,Guatemala,,14.665,-90.465,"14.665, -90.465",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,El fiscal,Aldea,El Progreso,Sanarate,,14.7,-90.3,"14.7, -90.3",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,El triunfo,Aldea,Guatemala,Palencia,,14.71,-90.29,"14.71, -90.29",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Laguna Monja Blanca,Aldea,Guatemala,Palencia,,14.65,-90.33,"14.65, -90.33",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Lomas de norte,Colonia,Guatemala,Guatemala,,14.69,-90.47,"14.69, -90.47",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Los Mixcos,Aldea,El Progreso,San Antonio La Paz,,14.7333,-90.25,"14.7333, -90.25",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Palencia,Municipio,Guatemala,Palencia,,14.66,-90.36,"14.66, -90.36",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Sabanarriba,Aldea,Guatemala,Palencia,,14.69,-90.38,"14.69, -90.38",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,San Antonio la Paz,Municipio,El Progreso,San Antonio La Paz,,14.75,-90.2833,"14.75, -90.2833",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,San Jose el Golfo,Municipio,Guatemala,San José del Golfo,,14.7833,-90.3833,"14.7833, -90.3833",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Zona 16,Zona,Guatemala,Guatemala,,14.605,-90.46,"14.605, -90.46",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Zona 24,Zona,Guatemala,Guatemala,,14.654,-90.47,"14.654, -90.47",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Zona 25,Zona,Guatemala,Guatemala,,14.648,-90.456,"14.648, -90.456",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,2 hrs,120,Hasta 2 hrs,Zona 6,Zona,Guatemala,Guatemala,,14.656,-90.495,"14.656, -90.495",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Aldea el paraíso,Aldea,Guatemala,Palencia,,14.63,-90.4,"14.63, -90.4",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Aldea las ovejas,Aldea,El Progreso,San Agustín Acasaguastlán,,14.93,-89.97,"14.93, -89.97",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Contreras,Aldea,Guatemala,Palencia,,14.64,-90.38,"14.64, -90.38",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,El jícaro,Municipio,El Progreso,El Jícaro,,14.9167,-89.9333,"14.9167, -89.9333",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,El rancho,Aldea,El Progreso,San Agustín Acasaguastlán,,14.9167,-89.9833,"14.9167, -89.9833",Media,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Fraijanes,Municipio,Guatemala,Fraijanes,,14.4667,-90.4333,"14.4667, -90.4333",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Las anonas,Aldea,El Progreso,El Jícaro,,14.9,-89.95,"14.9, -89.95",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,Puertas Negras,Aldea,Guatemala,Palencia,,14.62,-90.39,"14.62, -90.39",Baja,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,San Agustín acasaguastlan,Municipio,El Progreso,San Agustín Acasaguastlán,,14.95,-89.9667,"14.95, -89.9667",Alta,Ver en mapa,10
ATLÁNTICO,Truck Depot Salida a el Atlántico,14.651921,-90.42969,3 hrs,180,Hasta 3 hrs,San José Pinula,Municipio,Guatemala,San José Pinula,,14.55,-90.4167,"14.55, -90.4167",Alta,Ver en mapa,10
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Chimaltenango,Chimaltenango,,14.638492,-90.785318,"14.638492, -90.785318",Exacta (tienda),Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,45 min,45,Hasta 45 min,El Tejar,Municipio,Chimaltenango,El Tejar,,14.65,-90.795,"14.65, -90.795",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,1 hr,60,Hasta 1 hr,Chimaltenango,Municipio,Chimaltenango,Chimaltenango,,14.662,-90.819,"14.662, -90.819",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,1 hr,60,Hasta 1 hr,Parramos,Municipio,Chimaltenango,Parramos,,14.6,-90.8,"14.6, -90.8",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,1 hr,60,Hasta 1 hr,San Andrés Itzapa,Municipio,Chimaltenango,San Andrés Itzapa,,14.6167,-90.85,"14.6167, -90.85",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,1 hr,60,Hasta 1 hr,Sumpango,Municipio,Sacatepéquez,Sumpango,,14.6333,-90.7333,"14.6333, -90.7333",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,1 hr,60,Hasta 1 hr,Zaragoza,Municipio,Chimaltenango,Zaragoza,,14.65,-90.8833,"14.65, -90.8833",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Alotenango,Municipio,Sacatepéquez,Alotenango,,14.4833,-90.8083,"14.4833, -90.8083",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Antigua Guatemala,Municipio,Sacatepéquez,Antigua Guatemala,,14.5586,-90.7295,"14.5586, -90.7295",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Jocotenango,Municipio,Sacatepéquez,Jocotenango,,14.575,-90.74,"14.575, -90.74",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Patzicía,Municipio,Chimaltenango,Patzicía,,14.6333,-90.9333,"14.6333, -90.9333",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,San Martín Jilotepeque,Municipio,Chimaltenango,San Martín Jilotepeque,,14.7833,-90.8,"14.7833, -90.8",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Santa Apolonia,Municipio,Chimaltenango,Santa Apolonia,,14.7833,-91.0333,"14.7833, -91.0333",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,2 hrs,120,Hasta 2 hrs,Santa Cruz Balanyá,Municipio,Chimaltenango,Santa Cruz Balanyá,,14.7,-90.95,"14.7, -90.95",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Acatenango,Municipio,Chimaltenango,Acatenango,,14.55,-90.9333,"14.55, -90.9333",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Alotenango,Municipio,Sacatepéquez,Alotenango,Sacatepéquez,14.4833,-90.8083,"14.4833, -90.8083",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Ciudad Vieja,Municipio,Sacatepéquez,Ciudad Vieja,Sacatepéquez,14.5167,-90.7667,"14.5167, -90.7667",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Patzún,Municipio,Chimaltenango,Patzún,,14.6833,-91.0167,"14.6833, -91.0167",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Pochuta,Municipio,Chimaltenango,San Miguel Pochuta,,14.5333,-91.1,"14.5333, -91.1",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,San José Poaquíl,Municipio,Chimaltenango,San José Poaquíl,,14.8167,-90.9333,"14.8167, -90.9333",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,San Juan Comalapa,Municipio,Chimaltenango,San Juan Comalapa,,14.7333,-90.8833,"14.7333, -90.8833",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,San Juan Sacatepéquez,Municipio,Guatemala,San Juan Sacatepéquez,Sacatepéquez,14.7186,-90.6442,"14.7186, -90.6442",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,San Lucas Sacatepéquez,Municipio,Sacatepéquez,San Lucas Sacatepéquez,Sacatepéquez,14.6,-90.65,"14.6, -90.65",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Santa Lucia Milpas Altas,Municipio,Sacatepéquez,Santa Lucía Milpas Altas,Sacatepéquez,14.5833,-90.6833,"14.5833, -90.6833",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Santa María de Jesús,Municipio,Sacatepéquez,Santa María de Jesús,Sacatepéquez,14.5,-90.7167,"14.5, -90.7167",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Tecpán,Municipio,Chimaltenango,Tecpán Guatemala,,14.7667,-91,"14.7667, -91.0",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,3 hrs,180,Hasta 3 hrs,Yepocapa,Municipio,Chimaltenango,San Pedro Yepocapa,,14.5,-90.9667,"14.5, -90.9667",Alta,Ver en mapa,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,24 hrs,1440,24 hrs,CEDI ESC,Categoría interna,,,,,,,N/A,,4
CHIMALTENANGO,Truck Depot Chimaltenango,14.638492,-90.785318,24 hrs,1440,24 hrs,CEDI GTM,Categoría interna,,,,,,,N/A,,4
COBÁN,Truck Depot Cobán,15.461544,-90.378661,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Alta Verapaz,Cobán,,15.461544,-90.378661,"15.461544, -90.378661",Exacta (tienda),Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 1,Zona,Alta Verapaz,Cobán,,15.4708,-90.3711,"15.4708, -90.3711",Media,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 10,Zona,Alta Verapaz,Cobán,,15.48,-90.366,"15.48, -90.366",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 11,Zona,Alta Verapaz,Cobán,,15.462,-90.375,"15.462, -90.375",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 12,Zona,Alta Verapaz,Cobán,,15.476,-90.362,"15.476, -90.362",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 2,Zona,Alta Verapaz,Cobán,,15.474,-90.374,"15.474, -90.374",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 3,Zona,Alta Verapaz,Cobán,,15.468,-90.368,"15.468, -90.368",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 4,Zona,Alta Verapaz,Cobán,,15.475,-90.367,"15.475, -90.367",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 5,Zona,Alta Verapaz,Cobán,,15.466,-90.376,"15.466, -90.376",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 6,Zona,Alta Verapaz,Cobán,,15.478,-90.372,"15.478, -90.372",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 7,Zona,Alta Verapaz,Cobán,,15.464,-90.37,"15.464, -90.37",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 8,Zona,Alta Verapaz,Cobán,,15.472,-90.379,"15.472, -90.379",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,45 min,45,Hasta 45 min,Zona 9,Zona,Alta Verapaz,Cobán,,15.469,-90.363,"15.469, -90.363",Baja,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,1 hr,60,Hasta 1 hr,San Juan Chamelco,Municipio,Alta Verapaz,San Juan Chamelco,,15.4278,-90.3278,"15.4278, -90.3278",Alta,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,1 hr,60,Hasta 1 hr,San Pedro Carchá,Municipio,Alta Verapaz,San Pedro Carchá,,15.475,-90.3111,"15.475, -90.3111",Alta,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,1 hr,60,Hasta 1 hr,Santa Cruz Verapaz,Municipio,Alta Verapaz,Santa Cruz Verapaz,,15.3781,-90.4083,"15.3781, -90.4083",Alta,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,2 hrs,120,Hasta 2 hrs,Purulha,Municipio,Baja Verapaz,Purulhá,,15.2333,-90.2333,"15.2333, -90.2333",Alta,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,2 hrs,120,Hasta 2 hrs,Sn Cristóbal Verapaz,Municipio,Alta Verapaz,San Cristóbal Verapaz,,15.3708,-90.4778,"15.3708, -90.4778",Alta,Ver en mapa,13
COBÁN,Truck Depot Cobán,15.461544,-90.378661,2 hrs,120,Hasta 2 hrs,Tactíc,Municipio,Alta Verapaz,Tactic,,15.3208,-90.3542,"15.3208, -90.3542",Alta,Ver en mapa,13
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,10 min,10,Mostrador (0-10 min),Mostrador,Tienda,Escuintla,Escuintla,,14.28448,-90.790093,"14.28448, -90.790093",Exacta (tienda),Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,45 min,45,Hasta 45 min,Carr. Puerto Km 70,Punto carretera,Escuintla,Masagua,,14.165,-90.83,"14.165, -90.83",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,45 min,45,Hasta 45 min,Centro de Escuintla,Cabecera,Escuintla,Escuintla,,14.305,-90.785,"14.305, -90.785",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,45 min,45,Hasta 45 min,Masagua Km. 65,Punto carretera,Escuintla,Masagua,,14.2028,-90.8331,"14.2028, -90.8331",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,1 hr,60,Hasta 1 hr,Autopista Palín,Punto carretera,Escuintla,Palín Grande,,14.4,-90.7,"14.4, -90.7",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,1 hr,60,Hasta 1 hr,Carr. Antigua Guatemala,Punto carretera,Escuintla,Escuintla,,14.38,-90.77,"14.38, -90.77",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,1 hr,60,Hasta 1 hr,Masagua Km 80,Punto carretera,Escuintla,Masagua,,14.11,-90.84,"14.11, -90.84",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,1 hr,60,Hasta 1 hr,Siquinalá,Municipio,Escuintla,Siquinalá,,14.3167,-90.9667,"14.3167, -90.9667",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,2 hrs,120,Hasta 2 hrs,La Democracia,Municipio,Escuintla,La Democracia,,14.2167,-90.9333,"14.2167, -90.9333",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,2 hrs,120,Hasta 2 hrs,Palín Centro,Aldea,Escuintla,Palín Grande,,14.4,-90.7,"14.4, -90.7",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,2 hrs,120,Hasta 2 hrs,Puerto Iztapa,Municipio,Escuintla,Iztapa,,13.9333,-90.7083,"13.9333, -90.7083",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,2 hrs,120,Hasta 2 hrs,Puerto San Jose,Municipio,Escuintla,San José,,13.93,-90.82,"13.93, -90.82",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,2 hrs,120,Hasta 2 hrs,Santa Lucia Cotz.,Municipio,Escuintla,Santa Lucía Cotzumalguapa,,14.3333,-91.0167,"14.3333, -91.0167",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,3 hrs,180,Hasta 3 hrs,Cerro Colorado,Aldea,Escuintla,La Gomera,,14.05,-91.1,"14.05, -91.1",Baja,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,3 hrs,180,Hasta 3 hrs,Chiquimulilla,Municipio,Santa Rosa,Chiquimulilla,,14.0833,-90.3833,"14.0833, -90.3833",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,3 hrs,180,Hasta 3 hrs,La Gomera,Municipio,Escuintla,La Gomera,,14.0833,-91.05,"14.0833, -91.05",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,3 hrs,180,Hasta 3 hrs,Sipacate,Municipio,Escuintla,Sipacate,,13.9333,-91.15,"13.9333, -91.15",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,3 hrs,180,Hasta 3 hrs,Taxisco,Municipio,Santa Rosa,Taxisco,,14.0667,-90.4667,"14.0667, -90.4667",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,6 hrs,360,Hasta 6 hrs,Cocales,Aldea,Suchitepéquez,Patulul,,14.3667,-91.2167,"14.3667, -91.2167",Media,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,6 hrs,360,Hasta 6 hrs,La nueva Concepción,Municipio,Escuintla,Nueva Concepción,,14.1917,-91.3,"14.1917, -91.3",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,6 hrs,360,Hasta 6 hrs,Patulul,Municipio,Suchitepéquez,Patulul,,14.4167,-91.1667,"14.4167, -91.1667",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,6 hrs,360,Hasta 6 hrs,Tiquisate,Municipio,Escuintla,Tiquisate,,14.2833,-91.3667,"14.2833, -91.3667",Alta,Ver en mapa,3
ESCUINTLA,Truck Depot Escuintla,14.28448,-90.790093,24 hrs,1440,24 hrs,Ingenios,Categoría interna,,,,,,,N/A,,3
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Aldea Sebol,Aldea,Alta Verapaz,Fray Bartolomé de las Casas,,15.8667,-89.95,"15.8667, -89.95",Media,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio Cementerio,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.798,-89.87,"15.798, -89.87",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio La Felicidad,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.804,-89.869,"15.804, -89.869",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio La Pedrera,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.801,-89.865,"15.801, -89.865",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio Los Laureles,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.805,-89.866,"15.805, -89.866",Baja,Ver en mapa,18
FRAY BARTOLOMÉ,Truck Depot Fray Bartolomé,15.806301,-89.876726,45 min,45,Hasta 45 min,Barrio Magisterio,Barrio,Alta Verapaz,Fray Bartolomé de las Casas,,15.799,-89.868,"15.799, -89.868",Baja,Ver en mapa,18
